name,cuisine,address,latitude,longitude,phone,formatted_phone_number,website,rating,types,reviews,user_ratings_total,price_level,vicinity,url,reservable,delivery,takeout,dine_in,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,serves_beer,serves_wine,serves_vegetarian_food,curbside_pickup,permanently_closed,editorial_summary,opening_hours,current_opening_hours,secondary_opening_hours,photo,scrape_timestamp
"Whispering Bamboo Restaurant - Blue Diamond, Pune",Chinese,"Blue Diamond, Pune - IHCL SeleQtions 11, Koregaon Rd, Pune, Maharashtra 411001, India",18.5382193,73.8861268,,,,4.2,,,46,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
The Chinese Factory,Chinese,"fire brigade station, Front, Kothrud, Pune, Maharashtra 411038, India",18.4987381,73.8139052,,,,4.7,,,627,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:06.042770
Chinese Room,Chinese,"2434, East St, Hulshur, Camp, Pune, Maharashtra 411001, India",18.5167051,73.8794552,,,,4.2,,,2806,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
Kimling Chinese Cuisine,Chinese,"SR Chambers, 161/162, Nagras Rd, opp. Tangent Furniture, Suvarnayug Society, Ward No. 8, Aundh, Pune, Maharashtra 411067, India",18.5657938,73.8037098,,,,4.0,,,3428,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
TIAN - The Oriental Kitchen,Chinese,"Showroom No 1, Pradeep Chambers, Law College Rd, Shivajinagar, Pune, Maharashtra 411004, India",18.5191543,73.8305353,,,,4.8,,,857,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
Asia Kitchen by Mainland China | Boat Club Rd,Chinese,"Ground Floor, City Point, Dhole Patil Road, Near, Boat Club Rd, Pune, Maharashtra 411001, India",18.538896,73.8753565,,,,4.3,,,1465,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
Chung fa Chinese Restaurant,Chinese,"2435, East St, opp. Bajaj Electrical Showroom, Hulshur, Camp, Pune, Maharashtra 411001, India",18.5169843,73.8793687,,,,4.0,,,2219,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
Suonmoi,Chinese,"11, GVPH+XRM Century Arcade, Narangi Baug Rd, Vrindavan Park Society, Sangamvadi, Pune, Maharashtra 411001, India",18.5375513,73.87964819999999,,,,4.4,,,1485,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
China Grill,Chinese,"Shop No. 1, Ground Floor, Green Valley Rd, Wanowrie, Pune, Maharashtra 411040, India",18.4877478,73.8990312,,,,4.1,,,2440,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.042770
Little China,Chinese,"Shop NO 10, Sunshree Suntec, NIBM Rd, Kondhwa, Pune, Maharashtra 411048, India",18.4783323,73.9016655,,,,4.6,,,1463,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
China Grill,Chinese,"Shop no.7, Prasun Plaza, near Ganpati Mandir Chowk, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5667107,73.9187597,,,,4.0,,,1824,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Mainland China | ICC Tech Park Road,Chinese,"ICC Tech Park, Tower A, Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5315639,73.8293783,,,,4.2,,,1460,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Royal China Delivery,Chinese,"26/13-D, Plot 373, Power Plaza, Upper Ground Floor, Lane, 7, Koregaon Rd, Pune, Maharashtra 411001, India",18.5387602,73.9060156,,,,4.4,,,115,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Tao-Fu,Chinese,"JW MARRIOTT HOTEL, Level, 1, Senapati Bapat Rd, Shivajinagar, Pune, Maharashtra 411016, India",18.5323149,73.8296443,,,,4.6,,,208,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Two Sticks,Chinese,"Shop No.7B, Malpani Agile, Baner High St, Baner, Pune, Maharashtra 411069, India",18.5568839,73.77664519999999,,,,4.1,,,1454,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Koji,Chinese,"Lobby Level, 7, Mangaldas Rd, Sangamvadi, Pune, Maharashtra 411001, India",18.5350077,73.8832383,,,,4.8,,,1361,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Uncle's Chinese,Chinese,"601, Sachapir St, Camp, Pune, Maharashtra 411001, India",18.5157241,73.8749524,,,,4.6,,,627,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Gong Modern Asian | Pune,Chinese,"Shop No:-22/23, Balewadi High Street Balewadi, Link Road, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",18.570416,73.7741518,,,,4.4,,,3771,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Baan Tao,Chinese,"Hyatt Pune, 88, Pune Nagar Rd, adjacent to AGA KHAN PALACE, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5541227,73.9047843,,,,4.3,,,636,4.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
Wok Toss – Pan Asian restaurant,Chinese,"Wok toss, 132/A, University Road, Premnagar, Ganeshkhind, Shivajinagar, Pune, Maharashtra 411016, India",18.5379812,73.8356909,,,,4.3,,,159,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
"Whispering Bamboo Restaurant - Blue Diamond, Pune",Chinese,"Blue Diamond, Pune - IHCL SeleQtions 11, Koregaon Rd, Pune, Maharashtra 411001, India",18.5382193,73.8861268,,,,4.2,,,46,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:06.043280
The Chinese Factory,Chinese,"fire brigade station, Front, Kothrud, Pune, Maharashtra 411038, India",18.4987381,73.8139052,,,,4.7,,,627,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:06.043280
Sorriso,Italian,"Marriott Suites Pune, 81, Mundhwa Rd, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411036, India",18.532204,73.910315,,,,4.6,,,576,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289321
Squisito - The Italian Ristorante,Italian,"Jewel Tower, Lane Number 5, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.536326,73.8972821,,,,4.3,,,1807,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289321
Toscano Pune Koregaon Park,Italian,"S Main Rd, Suyojana Society, Iricen Railway Colony, Koregaon Park, Pune, Maharashtra 411001, India",18.5329601,73.89684419999999,,,,4.4,,,1920,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289321
Alto Vino,Italian,"Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5320827,73.82969109999999,,,,4.5,,,1130,4.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289321
Buon Cibo - The Italian Cafe,Italian,"Shop no. L 1, Axis Centra, Pancard Club Road, Opp. Swojas Solitaire, Baner, Pune, Maharashtra 411069, India",18.5573899,73.77069809999999,,,,4.4,,,1501,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289321
Le Plaisir,Italian,"Rajkamal Survey No. 759/125, Prabhat Road, Opposite Cox and Kings, Near, Kelkar Nursing Home, Pune, Maharashtra 411004, India",18.5143642,73.8386081,,,,4.4,,,11195,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289321
Al DI LA - Rooftop Restaurant In Pune,Italian,"Conrad Pune, Sangamvadi, Pune, Maharashtra 411001, India",18.5348518,73.8833161,,,,4.5,,,342,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:13.289853
La Magia,Italian,"Sunderban Resort & Spa, Lane 1, Koregaon Rd, near Bombay Shirt Company, Vasani Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5373848,73.88893709999999,,,,4.3,,,205,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Donna Cucina,Italian,"Bungalow, 5 Palacimo Estates, Lane No. 6, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5472291,73.90362569999999,,,,4.3,,,623,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Dario's Restaurant Café Bar,Italian,"Calyx 19 Vidut Nagar Society, Lane Number 5, near Durga Mata Temple, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5337493,73.8972644,,,,4.3,,,3938,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
The Blue Plate,Italian,"3E, Seasons Rd, Goodwill Society, Sahil Park, Sanewadi, Aundh, Pune, Maharashtra 411067, India",18.5533317,73.80676249999999,,,,4.3,,,1698,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano,Italian,"Amanora Mall, EB FF-41, First Floor, East, Mundhwa - Kharadi Rd, Amanora Park Town, Hadapsar, Pune, Maharashtra 411028, India",18.5185865,73.93540829999999,,,,4.6,,,1046,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
"Little Italy Restaurant, (PURE VEG) Bund Garden",Italian,"Amrutlal Mehta Rd Rd, next to Tanishq Showroom, Bund Garden, Sangamvadi, Pune, Maharashtra 411001, India",18.5396013,73.8834423,,,,4.2,,,2398,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
"Little Italy Restaurant, Lullanagar Pune",Italian,"Gandhi Empire 2, Ground Floor, Kondhwa Rd, next to Vespa Show Room, Dhorvadi, Lullanagar, Pune, Maharashtra 411040, India",18.489614,73.8869868,,,,4.0,,,3055,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Little Italy Restaurant Shivaji Nagar,Italian,"465/C1, Park Plaza, CTS - 1085, Ganeshkhind Rd, next to Central Mall, Akashvani Rashtriya Film Sangrahalay Quarters, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5349494,73.8381793,,,,4.0,,,683,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
La Sicilia Bistro and Patisserie,Italian,"128/2, JP Naik Rd, next to Solaris Club, Mayur Colony, Kothrud, Pune, Maharashtra 411038, India",18.5060146,73.8197235,,,,4.3,,,2186,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
La casetta,Italian,"Manohar More Path, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5142469,73.8411574,,,,4.2,,,115,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Incognito Restaurant Bar & Cafe,Italian,"Panchshil Business Park, Baner - Balewadi Rd, Baner, Pune, Maharashtra 411045, India",18.5703494,73.77398869999999,,,,4.3,,,4000,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Arthur's Theme,Italian,"SHOP NO 2, VRINDAVAN APARTMENTS, Lane No. 6, opp. COSMOS BANK, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5385035,73.8985874,,,,4.4,,,3230,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano,Italian,"UG Floor, Phoenix Mall of the Millennium, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",18.6002786,73.75665719999999,,,,4.8,,,637,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Sorriso,Italian,"Marriott Suites Pune, 81, Mundhwa Rd, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411036, India",18.532204,73.910315,,,,4.6,,,576,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Squisito - The Italian Ristorante,Italian,"Jewel Tower, Lane Number 5, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.536326,73.8972821,,,,4.3,,,1807,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano Pune Koregaon Park,Italian,"S Main Rd, Suyojana Society, Iricen Railway Colony, Koregaon Park, Pune, Maharashtra 411001, India",18.5329601,73.89684419999999,,,,4.4,,,1920,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Alto Vino,Italian,"Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5320827,73.82969109999999,,,,4.5,,,1130,4.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Buon Cibo - The Italian Cafe,Italian,"Shop no. L 1, Axis Centra, Pancard Club Road, Opp. Swojas Solitaire, Baner, Pune, Maharashtra 411069, India",18.5573899,73.77069809999999,,,,4.4,,,1501,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Le Plaisir,Italian,"Rajkamal Survey No. 759/125, Prabhat Road, Opposite Cox and Kings, Near, Kelkar Nursing Home, Pune, Maharashtra 411004, India",18.5143642,73.8386081,,,,4.4,,,11195,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Al DI LA - Rooftop Restaurant In Pune,Italian,"Conrad Pune, Sangamvadi, Pune, Maharashtra 411001, India",18.5348518,73.8833161,,,,4.5,,,342,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:13.289853
La Magia,Italian,"Sunderban Resort & Spa, Lane 1, Koregaon Rd, near Bombay Shirt Company, Vasani Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5373848,73.88893709999999,,,,4.3,,,205,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Donna Cucina,Italian,"Bungalow, 5 Palacimo Estates, Lane No. 6, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5472291,73.90362569999999,,,,4.3,,,623,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Dario's Restaurant Café Bar,Italian,"Calyx 19 Vidut Nagar Society, Lane Number 5, near Durga Mata Temple, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5337493,73.8972644,,,,4.3,,,3938,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
The Blue Plate,Italian,"3E, Seasons Rd, Goodwill Society, Sahil Park, Sanewadi, Aundh, Pune, Maharashtra 411067, India",18.5533317,73.80676249999999,,,,4.3,,,1698,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano,Italian,"Amanora Mall, EB FF-41, First Floor, East, Mundhwa - Kharadi Rd, Amanora Park Town, Hadapsar, Pune, Maharashtra 411028, India",18.5185865,73.93540829999999,,,,4.6,,,1046,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
"Little Italy Restaurant, (PURE VEG) Bund Garden",Italian,"Amrutlal Mehta Rd Rd, next to Tanishq Showroom, Bund Garden, Sangamvadi, Pune, Maharashtra 411001, India",18.5396013,73.8834423,,,,4.2,,,2398,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
"Little Italy Restaurant, Lullanagar Pune",Italian,"Gandhi Empire 2, Ground Floor, Kondhwa Rd, next to Vespa Show Room, Dhorvadi, Lullanagar, Pune, Maharashtra 411040, India",18.489614,73.8869868,,,,4.0,,,3055,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Little Italy Restaurant Shivaji Nagar,Italian,"465/C1, Park Plaza, CTS - 1085, Ganeshkhind Rd, next to Central Mall, Akashvani Rashtriya Film Sangrahalay Quarters, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5349494,73.8381793,,,,4.0,,,683,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
La Sicilia Bistro and Patisserie,Italian,"128/2, JP Naik Rd, next to Solaris Club, Mayur Colony, Kothrud, Pune, Maharashtra 411038, India",18.5060146,73.8197235,,,,4.3,,,2186,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
La casetta,Italian,"Manohar More Path, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5142469,73.8411574,,,,4.2,,,115,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Incognito Restaurant Bar & Cafe,Italian,"Panchshil Business Park, Baner - Balewadi Rd, Baner, Pune, Maharashtra 411045, India",18.5703494,73.77398869999999,,,,4.3,,,4000,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Arthur's Theme,Italian,"SHOP NO 2, VRINDAVAN APARTMENTS, Lane No. 6, opp. COSMOS BANK, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5385035,73.8985874,,,,4.4,,,3230,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano,Italian,"UG Floor, Phoenix Mall of the Millennium, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",18.6002786,73.75665719999999,,,,4.8,,,637,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Sorriso,Italian,"Marriott Suites Pune, 81, Mundhwa Rd, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411036, India",18.532204,73.910315,,,,4.6,,,576,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Squisito - The Italian Ristorante,Italian,"Jewel Tower, Lane Number 5, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.536326,73.8972821,,,,4.3,,,1807,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano Pune Koregaon Park,Italian,"S Main Rd, Suyojana Society, Iricen Railway Colony, Koregaon Park, Pune, Maharashtra 411001, India",18.5329601,73.89684419999999,,,,4.4,,,1920,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Alto Vino,Italian,"Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5320827,73.82969109999999,,,,4.5,,,1130,4.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Buon Cibo - The Italian Cafe,Italian,"Shop no. L 1, Axis Centra, Pancard Club Road, Opp. Swojas Solitaire, Baner, Pune, Maharashtra 411069, India",18.5573899,73.77069809999999,,,,4.4,,,1501,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Le Plaisir,Italian,"Rajkamal Survey No. 759/125, Prabhat Road, Opposite Cox and Kings, Near, Kelkar Nursing Home, Pune, Maharashtra 411004, India",18.5143642,73.8386081,,,,4.4,,,11195,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Al DI LA - Rooftop Restaurant In Pune,Italian,"Conrad Pune, Sangamvadi, Pune, Maharashtra 411001, India",18.5348518,73.8833161,,,,4.5,,,342,,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:13.289853
La Magia,Italian,"Sunderban Resort & Spa, Lane 1, Koregaon Rd, near Bombay Shirt Company, Vasani Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5373848,73.88893709999999,,,,4.3,,,205,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Donna Cucina,Italian,"Bungalow, 5 Palacimo Estates, Lane No. 6, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5472291,73.90362569999999,,,,4.3,,,623,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Dario's Restaurant Café Bar,Italian,"Calyx 19 Vidut Nagar Society, Lane Number 5, near Durga Mata Temple, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5337493,73.8972644,,,,4.3,,,3938,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
The Blue Plate,Italian,"3E, Seasons Rd, Goodwill Society, Sahil Park, Sanewadi, Aundh, Pune, Maharashtra 411067, India",18.5533317,73.80676249999999,,,,4.3,,,1698,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano,Italian,"Amanora Mall, EB FF-41, First Floor, East, Mundhwa - Kharadi Rd, Amanora Park Town, Hadapsar, Pune, Maharashtra 411028, India",18.5185865,73.93540829999999,,,,4.6,,,1046,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
"Little Italy Restaurant, (PURE VEG) Bund Garden",Italian,"Amrutlal Mehta Rd Rd, next to Tanishq Showroom, Bund Garden, Sangamvadi, Pune, Maharashtra 411001, India",18.5396013,73.8834423,,,,4.2,,,2398,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
"Little Italy Restaurant, Lullanagar Pune",Italian,"Gandhi Empire 2, Ground Floor, Kondhwa Rd, next to Vespa Show Room, Dhorvadi, Lullanagar, Pune, Maharashtra 411040, India",18.489614,73.8869868,,,,4.0,,,3055,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Little Italy Restaurant Shivaji Nagar,Italian,"465/C1, Park Plaza, CTS - 1085, Ganeshkhind Rd, next to Central Mall, Akashvani Rashtriya Film Sangrahalay Quarters, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5349494,73.8381793,,,,4.0,,,683,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
La Sicilia Bistro and Patisserie,Italian,"128/2, JP Naik Rd, next to Solaris Club, Mayur Colony, Kothrud, Pune, Maharashtra 411038, India",18.5060146,73.8197235,,,,4.3,,,2186,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
La casetta,Italian,"Manohar More Path, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5142469,73.8411574,,,,4.2,,,115,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Incognito Restaurant Bar & Cafe,Italian,"Panchshil Business Park, Baner - Balewadi Rd, Baner, Pune, Maharashtra 411045, India",18.5703494,73.77398869999999,,,,4.3,,,4000,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Arthur's Theme,Italian,"SHOP NO 2, VRINDAVAN APARTMENTS, Lane No. 6, opp. COSMOS BANK, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5385035,73.8985874,,,,4.4,,,3230,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Toscano,Italian,"UG Floor, Phoenix Mall of the Millennium, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",18.6002786,73.75665719999999,,,,4.8,,,637,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:13.289853
Savya Rasa,South Indian,"Gera Serenity Building, CTS No. 15, near Starbucks Cafe, Koregaon Park, Pune, Maharashtra 411001, India",18.5388527,73.8866766,,,,4.5,,,3544,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
ANNA,South Indian,"273, Baner Rd, opposite to Aman Honda Showroom, Shambhu Vihar Society, Sanewadi, Aundh, Pune, Maharashtra 411069, India",18.5528388,73.8032951,,,,4.2,,,16388,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Vaishali Restaurant,South Indian,"Fergusson College Rd, Ganeshwadi, Shivajinagar, Pune, Maharashtra 411004, India",18.5208838,73.84123699999999,,,,4.3,,,17492,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Mutuswami Cafe Pune,South Indian,"Ramee Grand Hotel and Spa 3, Plot no 587, Apte Rd, Shivajinagar, Pune, Maharashtra 411004, India",18.5204012,73.843553,,,,4.4,,,1011,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Aahar Udipi's,South Indian,"Balkrishna Sakharam Dhole Patil Rd, Sangamvadi, Pune, Maharashtra 411001, India",18.534865,73.8783844,,,,4.5,,,1214,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
South Indian Mess,South Indian,"No. 206, Kundan Apartment, 1st Floor, opp. KEM Hospital, Rasta Peth, Pune, Maharashtra 411002, India",18.5184669,73.8671002,,,,4.3,,,1627,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
ANNA,South Indian,"1201 A/13, Shirole Road, opposite FERGUSSON COLLEGE, Shivajinagar, Pune, Maharashtra 411004, India",18.522644,73.8420062,,,,4.2,,,3698,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Madras Tiffin Room,South Indian,"CTS No, 15, Gera Serenity Building, N Main Rd, near Starbucks, Koregaon Park, Pune, Maharashtra 411001, India",18.5388316,73.886707,,,,4.2,,,340,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Café Udupi,South Indian,"Turning Point 2/04, Kashmiri Sounf Rd, opposite Rosary School, Viman Nagar, Pune, Maharashtra 411014, India",18.5637982,73.9149628,,,,4.5,,,990,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
GATTI CHUTNEY-KOREGAON PARK,South Indian,"Vrindavan Society, GROUND FLOOR, BUILDING NORTH MAIN ROAD, 18, Lane No. 6, Koregaon Park, Pune, Maharashtra 411001, India",18.5390793,73.8985874,,,,4.3,,,2574,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Sambar Aromas of South,South Indian,"HW79+F43, 20 Viman Nagar Road Phoenix Market City, Viman Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5635705,73.91773680000001,,,,4.1,,,15967,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Sri Krishna Aanand Bhavan - Since 1945,South Indian,"Shop:123, Maitreya Plaza, DP Rd, near Zakoba Mandir, Kothrud, Pune, Maharashtra 411038, India",18.5031758,73.7970328,,,,4.3,,,3317,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
