name,cuisine,address,rating,latitude,longitude,phone,user_ratings_total,website,authenticity_score
Asian Fusion Restaurant,Chinese,"Skyways Sereno Rd, Lohegaon, Pune",4.1,18.6142207,73.9094286,+91 97659 71827,272.0,,4.15
Wah Ji Wah,Chinese,"Shop No.5, Besides Dmart Ready, Abhilasha society, Porwal Rd, Lohegaon, Pune",4.7,18.6075991,73.91089099999999,+91 70300 95888,76.0,,4.46
Twinn Wok,Chinese,"Shop No 3, Paras Basera, Porwal Rd, opposite HDFC Bank, Lohegaon, Pune",4.6,18.6082961,73.91132979999999,Not Available,17.0,https://www.instagram.com/twinnwok01?igsh=Y2hmeXkxYnBoeWNj,4.33
ROYAL CHINESE CENTER,Chinese,"SHOP NO 11, JANARDHAN NAGAR, Wadgaon Shinde Road, RAJ DEVELOPER, Lohegaon, Pune",4.5,18.605607,73.93300479999999,+91 75587 63542,6.0,,4.3
"Fry Pan (Porwal road , Dhanori branch)",Chinese,"3, Porwal Rd, Nimbalkar Nagar, Lohegaon, Pune",4.1,18.6082813,73.9111894,+91 91686 73169,620.0,http://www.fryopan.com/,4.13
Cloud 9 Cafe And Restaurant,Chinese,"JW85+4VW, 1, DY Patil University Rd, near Lohegaon, Lohegaon, Pune",4.3,18.6156767,73.9097912,+91 98221 64616,175.0,http://cloud9cafe.com/,4.29
Yahoo Momos,Chinese,"283, Porwal Rd, Kutwal Colony, Lohegaon, Pune",3.9,18.6054756,73.9099134,+91 77190 96117,35.0,,4.18
Lazzetti Lohegaon,Chinese,"Shop no 05, Park Plaza, Porwal Rd, Lohegaon, Pune",3.9,18.6100515,73.91173789999999,+91 99219 91051,115.0,,4.08
5 Star chainse & Restaurant,Chinese,"12, DY Patil University Rd, Nimbalkar Nagar, Lohegaon, Pune",4.3,18.6097617,73.91704639999999,Not Available,,,
Porwal Road Food Corner.. Indian fresh juice 🥤 centre,Chinese,"283, Porwal Rd, Kutwal Colony, Lohegaon, Pune",4.1,18.6054756,73.9099049,Not Available,319.0,,4.14
Happy Momos and Chinese - Dhanori,Chinese,"Enjoy Beer Shopee, DCB ATM, Shiv Residency, Porwal Rd, Nimbalkar Nagar, Lohegaon, Pune",4.2,18.6097632,73.9114517,+91 83799 81517,57.0,,4.25
Band Nawaj Express,Chinese,"Shop 1, DY Patil University Rd, Lohegaon, Pune",4.3,18.6156433,73.9098793,+91 89280 26794,16.0,,4.29
Aasra Food Court,Chinese,"JW87+7R8 Sai Samrudhi Park, Lane Number 6, Lohegaon, Pune",4.4,18.614272,73.9148687,+91 97650 00861,50.0,,4.32
Red chillies Chinese,Chinese,"Parde No14 Parna Society A2 wing Flat no 402 Behind Padmavati temple Shedage, Pune",4.3,18.5009057,73.7419893,+91 96737 41122,43.0,,4.29
Chinese Town,Chinese,"Flame ring road, mulshi, lavle, Pune",5.0,18.5265911,73.7335349,+91 83809 31197,1.0,,4.29
Dragon Chinese,Chinese,"Shell petroleum, shell petroleum, Paud Rd, Bhukum, Pune",4.8,18.500673,73.7263972,+91 81808 19173,4.0,,4.3
Hot Wok China,Chinese,"Shop No4, Matalwadi phata, Bhugaon, Pune",4.0,18.5001763,73.73924280000001,+91 99336 30009,29.0,,4.22
The RK's Place,Chinese,"FPXP+GVH, Tangde, Bandhumala",5.0,18.4987853,73.7372245,Not Available,2.0,,4.3
Hotel Singhgadh Chinese,Chinese,"Shop No 1, Ghore Bk, Pune",5.0,18.4151234,73.7610909,+91 78208 35629,2.0,,4.3
ROYAL CHINESE,Chinese,"Shop No1 Sinhagad Rd Nr Essar Petrol Pump Gorhe Bk, Gorhe Khurd",3.6,18.4151564,73.7610473,+91 93097 09535,5.0,,4.25
Hashtag cafe and Chinese restaurant,Chinese,"CRVM+V8P, Swami Heights, JSPM, Late Narayanrao Kondiba Jagtap Path, Narhe, Pune",4.1,18.4447149,73.8333419,+91 97652 44755,114.0,,4.19
Mandarin Oak Katraj,Chinese,"1st Floor, Sr. No. 43, Sai Nagar Katraj, Narhe Rd, near Datta Nagar, Chowk, Ambegaon Budruk, Pune",4.3,18.449341,73.848113,+91 77770 85452,7.0,https://www.mandarinoak.com/,4.28
Samruddhi Family Garden Restaurant,Chinese,"Bhilarewadi, Pune Satara Road, Katraj, Pune, Maharashtra 411046, Katraj Ghat Rd, Bhilarewadi, Pune",3.2,18.4237902,73.8604033,Not Available,33.0,,4.01
RED CAFE (KATRAJ),Chinese,"Katraj - Ambegaon BK Rd, Santosh Nagar, Ambegaon Budruk, Pune",4.4,18.4474071,73.8577422,+91 91564 05370,39.0,,4.32
Chow Mein,Chinese,"Shop No 1, Jambhulwadi Rd, Dattanagar, Shani Nagar, Pune",3.5,18.4435282,73.8478305,+91 90225 59686,44.0,,4.04
Malhar Chinese Tandoor Corner,Chinese,"shop no 3, shenha residency, Sr.no 10/2, Mangdewadi, Katraj, Pune",4.0,18.4318073,73.86067860000001,+91 88300 11051,1.0,,4.28
Aakash The cloud's Kitchen,Chinese,"Mithala niwash sai colony, near ramdev baba ji mandir, tinkoni bagla, Katraj, Pune",5.0,18.4460375,73.85448219999999,+91 80103 70518,4.0,,4.31
Chingz Wood,Chinese,"Near Bhairavnath Mandir, Ambegaon Budruk, Pune",4.0,18.4503036,73.83766659999999,Not Available,142.0,,4.12
SUYA BLISS CAFE & CHINESE,Chinese,"opp. Vision English Medium School, Narhe, Pune",5.0,18.442442,73.8330418,+91 97659 21212,1.0,,4.29
SD CHINESE CORNER,Chinese,"Kesary chowk, Bharti vidhyapith, S.o, Katraj, Pune",4.1,18.4543904,73.8527534,+91 99606 09908,86.0,http://zoma.to/r/19521143,4.2
The Dr’s Cafe,Chinese,"Shop no 1, sitai Sankalp building, beside shree lodge, Bhumkar Nagar, Narhe, Pune",4.6,18.4487942,73.83404089999999,Not Available,9.0,,4.31
Chinese Katta / best chinese restaurant,Chinese,"Shop No 1, Jambhulwadi Rd, Shani Nagar, Pune",4.1,18.4373894,73.84627689999999,+91 97641 35758,62.0,,4.21
Village Resto,Chinese,"Village Resto S, 100/4, Mumbai-Banglore Service Road, opp. Swaminarayan Mandir Road, Ambegaon Khurd, Pune",3.7,18.4451746,73.8365481,+91 94238 68027,792.0,https://villagerestaurant.org/,3.77
Shatanand Bar & Restaurant,Chinese,"SHREE VITTHAL HERITAGE, 43/1/1/,shop no.14 15, & others, Katraj - Ambegaon BK Rd, Ambegaon Budruk, Pune",3.9,18.4488883,73.84636309999999,+91 80078 88812,707.0,,3.95
House Of Spirit Family Restaurant and Bar,Chinese,"shop no.14, SHREE VITTHAL HERITAGE 43-1-1, 15, Katraj - Ambegaon BK Rd, Ambegaon Budruk, Pune",4.4,18.4489273,73.8465757,Not Available,28.0,,4.31
Lake View Chinese And Cafe,Chinese,"Shop No, 2, Jambhulwadi Rd, opp. Bliss Cost Soc E Wing, Shani Nagar, Ambegaon Budruk, Pune",4.3,18.4372202,73.8463262,+91 82085 87730,6.0,,4.28
Katraj Junction Family Restaurant,Chinese,"84 Pune-Satara Road 46, Anupam Arcade, Pune - Bangalore Highway, Katraj,, Pune",4.0,18.4510541,73.85775319999999,+91 20 2436 9796,1119.0,,4.02
Govindas Restaurant & Cafe,Chinese,"Radheye Apartment Akshay Nivas, JSPM College Rd, near Swami Narayan Temple, Narhe, Pune",4.3,18.44411,73.8349309,+91 91757 62110,6.0,,4.28
A1 Chinese Corner,Chinese,"Kashid Appartment, near Bhairavnath Mitr Mandal, near Bhairavnath Mitr, Mangdewadi, Katraj, Pune",4.3,18.4317535,73.8595749,Not Available,,,
Amol Chinese Corner,Chinese,"Rao Colony, Tukaram Nagar, Talegaon Dabhade",4.2,18.7184627,73.68043399999999,+91 97677 17672,28.0,,4.27
Golden Chinese Family Restaurant,Chinese,"PMMR+X49, Yojana Nagar, Talegaon Dabhade",3.9,18.7349159,73.6903896,Not Available,11.0,,4.25
Friends Chinese,Chinese,"Jijamata Chowk, Durvankur Society, Dnyaneshwar Nagar, Somwar Peth, Budhwar Peth, Pune, Talegaon Dabhade",4.3,18.721813,73.6840144,Not Available,,,
Smita Chinese family Restaurant,Chinese,"Shop No 7, Vishal Sagar Complex, opposite to Government Godown, near Maruti Mandir, Talegaon Dabhade",4.1,18.7190683,73.681305,+91 99601 01020,544.0,,4.13
Swami Chinese Centre,Chinese,"Shop Number 12, Pmcm+Whh, Dyaneshwar Nagar Rd, Dnyaneshwar Nagar, Bhegade Aali, Talegaon Dabhade",5.0,18.7222935,73.6839969,+91 97630 69808,2.0,,4.3
OCEAN SPICE,Chinese,"Satya Kamal Colony, Plot No.24, Talegaon-Chakan Rd, Yojana Nagar, Talegaon Dabhade",4.1,18.7349804,73.69160149999999,+91 77963 69999,2652.0,,4.11
NITS Chinese Kitchen Rooftop,Chinese,"978, Teli Ali, BUDHWAR PETH, Talegaon Dabhade",5.0,18.7199926,73.6842456,Not Available,1.0,,4.29
Chinese Hut & Biryani House,Chinese,"Chinese Hut, Wagholi - Keshnand Rd, near Ganpati Mandir, Kesnand, Pune",4.9,18.5739444,74.0203147,Not Available,9.0,,4.33
Raza Chinese and biryani house,Chinese,"Ramchandra College Engineering, Gogul Park, Bakori Rd, Gaon, Lonikand",4.3,18.5961189,74.02016449999999,Not Available,,,
Jeevan Chinese Center,Chinese,"Shop 1, Theur Kesnand Rd, opposite Ronak Market, Kesnand",4.3,18.5700607,74.02115909999999,Not Available,,,
A-1chaineese center,Chinese,"H2WC+F52, Bakori Rd",5.0,18.5961435,74.020375,Not Available,1.0,,4.29
Hindavi Veg Restaurant,Chinese,"F2QX+J6J, Theur",5.0,18.4883521,74.0481653,Not Available,10.0,,4.35
Sidheshwar Foods,Chinese,"F2QC+JJ6, Solapur - Pune Hwy, Loni Kalbhor",4.1,18.4890486,74.0215217,Not Available,148.0,,4.17
Trimurti Chinese Centre,Chinese,"Shop No 1, Solapur Rd, near Theuar Phata, Pune",3.0,18.4885068,74.0520221,+91 99753 30902,2.0,,4.26
Kafe Milano Loni Kalbhor,Chinese,"Solapur - Pune Hwy, Near MIT corner, Loni Kalbhor",4.0,18.4891529,74.02420149999999,+91 89839 47113,447.0,http://www.swiggy.com/menu/713440,4.05
Tahiti The Grand Destiny,Chinese,"Bopdev Ghat, Kondhwa - Saswad Rd, Kondhwa, Pune",4.2,18.4030457,73.91127329999999,Not Available,631.0,,4.21
Dragon Chinese,Chinese,"9WRH+79J, Bhivri",4.3,18.3907065,73.9283853,Not Available,,,
Taste of china,Chinese,"689, Taboot St, Camp, Pune",4.6,18.515999,73.8781545,+91 77578 80097,73.0,,4.42
Chinese Room,Chinese,"2434, East St, Hulshur, Camp, Pune",4.2,18.5167051,73.8794552,+91 20 2613 1336,2807.0,,4.2
Chung fa Chinese Restaurant,Chinese,"2435, East St, opp. Bajaj Electrical Showroom, Hulshur, Camp, Pune",4.0,18.5169843,73.8793687,+91 20 2613 0678,2217.0,,4.01
Uncle's Chinese,Chinese,"601, Sachapir St, Camp, Pune",4.6,18.5157241,73.8749524,+91 81800 52400,628.0,,4.56
In Green Hotel Pune,Chinese,"Third Floor, Kumar Pacific Mall, Shankar Sheth Rd, Vrindavan Society, Swargate, Pune",4.1,18.5008059,73.87272159999999,+91 73508 88000,1591.0,,4.11
Redhot Chinese Corner,Chinese,"606, Sachapir St, Near Convent Hotel, Camp, Pune",4.7,18.5165521,73.8732927,+91 90280 81111,83.0,,4.47
Quresh Qabila Restaurant,Chinese,"Masjid, Thakkar Apartment, Royal Touch Plaza, near Qureshi Complex, opposite, Agarwal Colony, Katad Khana, Pune",4.4,18.5081819,73.8776105,Not Available,109.0,,4.34
CAFE MOMIN,Chinese,"Shop No 1, ARK mansion, A and B, opp. to Pudumjee Paradise, Bhawani Peth, Pune",4.8,18.5090007,73.8734812,+91 84448 40000,101.0,,4.54
Chinese Wok,Chinese,"Food Court, Shankar Sheth Rd, Vrindavan Society, Guru Nanak Nagar, Pune",2.3,18.50153,73.87252,+91 20 6602 1426,74.0,https://www.thechinesewok.com/,3.44
Hungry Jack's Chinese & Thai,Chinese,"FWX2+66J, Vitthal Rao Shivarkar Rd, Natraj Enclave Society, Shivam, Wanowrie, Pune",3.4,18.4980864,73.90052899999999,Not Available,19.0,,4.14
Shree Ganesh Chinese Fast Food,Chinese,"297, Bhawani Peth, Pune",4.9,18.509283,73.8695236,Not Available,11.0,,4.34
THE SZECHUAN SHACK,Chinese,"Shop No. 8, MUCC College Rd, near Jewels Hotel, opp. Jai Hind Primary School, Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad",4.0,18.6167851,73.8011702,+91 95950 77705,380.0,,4.06
The Royal Chinese,Chinese,"Shop no 2, Shahida manzil, Mahesh Nagar Rd, near DR. D Y PATIL MEDICAL COLLEGE, Sant Tukaram Nagar, Pimpri Colony, Pune, Pimpri-Chinchwad",4.8,18.6260123,73.8202795,+91 77092 48710,116.0,,4.56
New Manchow Family Restaurant,Chinese,"Antariksh Rd, Sukhwani, Udhyamnagar, Pimpri Colony, Pimpri-Chinchwad",4.0,18.6330764,73.8175503,+91 86250 00154,1067.0,,4.02
"Kalra's Kitchen | Biryani, Kebabs, Indian Curries, Tandoori & Snacks | Pimpri Chinchwad",Chinese,"Near Vishal E-square Theatre, opposite Spice Fusion restaurant, Pimpri-Chinchwad",4.6,18.6261274,73.8049667,+91 20 2742 0721,90.0,https://wa.link/i179u0,4.43
Nasik phata,Chinese,"JR4F+5GX, Near Dharmveer Sambhaji Bank, Nashik Phata, Mumbai-Pune Road, Laxman Krupa Housing Society, Kasarwadi, Pimpri-Chinchwad",4.2,18.6054781,73.823895,Not Available,118.0,,4.24
Kapila Chinese Mukesh Nagar,Chinese,"JRG9+WQX, New Telco Rd, Atlas Colony, Nehru Nagar, Pimpri Colony, Pimpri-Chinchwad",3.0,18.6273605,73.8195302,Not Available,25.0,,4.03
Annapurna restaurant,Chinese,"Masulkar Colony, Ajmera Housing Society, Pimpri Colony, Pimpri-Chinchwad",4.1,18.6332677,73.81304329999999,+91 97672 32244,1420.0,https://annapurnarestaurant.org/,4.11
Hotel Balaji Veg Non Veg,Chinese,"JRF5+J83, Indrani Nagar, Kharalwadi, Pimpri Colony, Pimpri-Chinchwad",4.2,18.6240581,73.8082646,+91 98901 84342,82.0,,4.25
Rocky's Chinese Corner,Chinese,"Shop No. 1, Ambre Residency, Society, Tapkir Mala Chowk, opposite to Silver Nest, Rajwade Nagar, Pramveer Colony, Kalewadi, Pimpri-Chinchwad",4.0,18.6113445,73.7929673,+91 89839 77770,63.0,,4.17
ISPICE CHINESE FOOD COURT,Chinese,"JR83+2WV Mima Shankar food processing mill, Unnamed Road, Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad",4.0,18.6158276,73.8030836,+91 93256 27553,2.0,,4.28
Fountain Fast Food,Chinese,"Sr No 103/4/5,Plot No 59,H A Graound, Durga Colony, Ajmera Main Rd, Pimpri Colony, Pune",4.0,18.6331027,73.8178533,+91 98503 03147,1152.0,https://fountainrestaurant.org/,4.02
Delicious kitchen and family restaurant,Chinese,"near Gawande Petrol Pump, Lonikand",4.3,18.6306372,74.0394544,+91 91724 75342,86.0,,4.29
Xing Fu Chinese food restaurant,Chinese,"Shop no 6&7, Hinjewadi phase 3 Near megapolice circle Fire station megapolice Cristal market food court, Pune",3.0,18.5776221,73.690325,+91 92602 01111,165.0,,3.48
Chinese wok,Chinese,"Shop No 10, Ground Floor , Yashwin Hinjewadi, V J Happiness Street, bearing S.N. No 286/4/1/A, 286/4/1B,286/4/1/C, 286/4/1/4 Village Maan , Taluka Mulashi, Dist, Pune",3.9,18.5871765,73.7001193,+91 98909 18683,29.0,https://www.thechinesewok.com/,4.2
Wok & Beyond,Chinese,"Shop No 24, Happiness Street, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.9,18.5876172,73.70059429999999,+91 93694 41804,18.0,,4.38
Mo Wok Chinese,Chinese,"Shop no 24, Bhoirwadi Rd, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",4.9,18.5835173,73.6799357,+91 98330 43141,107.0,https://www.swiggy.com/direct/brand/449718?source=swiggy-direct&subSource=whatsapp,4.6
The hungry wok,Chinese,"gate -2, Royal Empire, Food Court, near Fitness Regiment, near TATA CONSULTANCY SERVICES, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Pune",5.0,18.582971,73.68513399999999,Not Available,9.0,,4.34
Frying Panda,Chinese,"Megapolis Symphony, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad",4.5,18.5730279,73.6873658,Not Available,4.0,,4.29
Spring Onion Hinjawadi,Chinese,"Survey No: 286, VJ Happiness Street, Shop 16, 4/1/A, 286/4/1/B, 286/4/1/C, 286/4/1, Hinjawadi Phase 2 Rd, D Village, Maan, Pune",4.1,18.5872885,73.7006926,Not Available,110.0,https://www.springonion.in/,4.19
Karolbaug The Dhaba,Chinese,"Hinjawadi Phase 2 Rd, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.0,18.5878882,73.7044793,+91 77740 04567,7603.0,,4.0
Grand Tamanna Hotel,Chinese,"PLOT NO.16, GRAND TAMANNA HOTEL, Plot No.16, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.4,18.5934246,73.7073284,+91 20 6693 5000,10228.0,http://www.tamannahotels.com/,4.4
Bunny momos,Chinese,"Crystal market, Maan Rd, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Man, Pimpri-Chinchwad",4.2,18.5776518,73.6900805,+91 91300 08989,58.0,,4.25
PK CHINESE CENTER,Chinese,"F2R5+33X, Loni Kalbhor",5.0,18.4896571,74.0074818,+91 98502 00382,10.0,,4.35
Twin dragon Chinese -Best Chinese food hinjawadi,Chinese,"Shop no 1, Marunji Rd, opp. gurukrupa, opposite Shree Swami wadewale, khau Galli, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",5.0,18.6071062,73.7230682,+91 93730 43942,9.0,,4.34
SkyLite Family Restaurant,Chinese,"Buchade Heights Shop no 3&4 Appo Rajmuurda perol Pump, Hinjawadi, Marunji, Pune",4.4,18.6119767,73.717282,+91 99226 69799,66.0,,4.33
Mafco Chinese Center,Chinese,"Shop No 02, Pathare Wasti Rd, opposite Tulip Society, Pandhare Wasti, Kate Wasti, Tathawade, Pune, Pimpri-Chinchwad",3.8,18.6286041,73.7393476,+91 90285 43535,4.0,,4.27
Pm chinese house,Chinese,"SAI PARADISE, Kate Wasti, Punawale, Pimpri-Chinchwad",4.2,18.628725,73.7362278,Not Available,5.0,,4.28
Royal Chinese centre,Chinese,"SECURITY ROOM, GAIKWAD MIRO, Punawale, Pimpri-Chinchwad",4.5,18.624993,73.7279356,Not Available,8.0,,4.3
The Hungry Express,Chinese,"Shop no 19, Malpani Cereza, 18 LATITUDE, beside of, Gaikwad Nagar, phase 1, Tathawade, Pune, Pimpri-Chinchwad",4.8,18.6254423,73.7269172,+91 72762 29858,60.0,,4.48
Royal Chinese,Chinese,"Shinde Vasti, Marunji Rd, Shinde nagar, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Marunji, Pimpri-Chinchwad",5.0,18.6065492,73.7260186,Not Available,9.0,,4.34
Chinese Cuisine,Chinese,"Kate Wasti, Tathawade, Pimpri-Chinchwad, Dattwadi",4.0,18.6310584,73.73752929999999,Not Available,1.0,,4.28
Hotel jay malhar,Chinese,"Marunji Village, Hinjawadi, Marunji, Pimpri-Chinchwad",3.9,18.6112911,73.718099,+91 99237 51248,74.0,,4.12
Chinese House,Chinese,"JPHP+FFX, Balaji Mandir Rd, Pandhare Wasti, Kate Wasti, Punawale, Pimpri-Chinchwad, Dattwadi",4.3,18.628725,73.7362278,+91 98231 29399,17.0,,4.29
Hyde Sky Kitchen & Bar,Chinese,"4th Floor, Somani Trade Center, Bengaluru - Mumbai Hwy, near JSPM College, Tathawade, Pune",4.1,18.6185925,73.74798229999999,+91 89565 07358,1296.0,https://www.facebook.com/hydeskybarpune/,4.11
Golden Dragon Chinese Family Restaurant,Chinese,"At laxmi Chowk, near Bandhan Sweets, Pandhare Wasti, Kate Wasti, Punawale, Pimpri-Chinchwad",4.2,18.6273749,73.7385346,Not Available,6.0,,4.28
"Welcome Tea,Snacks & Chinese center",Chinese,"Jeevan Nagar, Tathawade, Dattwadi, Pimpri-Chinchwad",5.0,18.6264572,73.7442392,+91 95612 73280,3.0,,4.3
Meet & Eat,Chinese,"Meet N’ Eat Chinese n momos, Dhawale Patil chowk, opposite Siddhashila Eela, Marunji Gaon, Kate Wasti, Punawale, Pimpri-Chinchwad, Dattwadi",4.3,18.6276676,73.7356467,+91 91392 30963,31.0,,4.29
Spice Tawa Family Restaurant,Chinese,"First Floor, JP9X+F2H Somani Trade Center, near JSPM College, Ashok Nagar, Tathawade, Pimpri-Chinchwad, Pune",4.0,18.6186429,73.7479204,+91 89565 07356,300.0,,4.07
Night Option,Chinese,"Bus Stop, Mhada Colony, Viman Nagar, Pune",4.1,18.5728397,73.91189059999999,+91 76859 58585,316.0,,4.14
Hotel Royal Family Restaurant ( Veg-Nonveg ),Chinese,"HWWM+2WQ, Lohgaon Rd, Dadaji Vasti, Lohegaon, Pune",4.1,18.5951003,73.9350558,Not Available,107.0,,4.19
Night Riders,Chinese,"Dhanori-Lohegaon Rd, behind Fish Mart, Madhav Nagar, Dhanori, Pune",3.9,18.597427,73.9072115,+91 89750 66307,699.0,,3.95
Zaika Caterers & Restaurant Dhanori,Chinese,"Sr. No, 261/1/1, Porwal Rd, near Gajanan Dairy, opposite Divya Electronics, Kalwad, Dhanori, Pune",4.2,18.5968416,73.9084354,+91 77099 00007,4298.0,,4.2
Pang's Chinese,Chinese,"MR2Q+8R7, Sector No. 9, Moshi, Pimpri-Chinchwad",3.6,18.6507858,73.8395512,Not Available,213.0,,3.82
Lucky Chinese Centre,Chinese,"1, Alankapuram, Charholi Budruk, Pune, Pimpri-Chinchwad",2.5,18.6503368,73.8605336,+91 96652 76578,4.0,,4.22
Yunike Kerala Hub Hotel Pune,Chinese,"Shop No 9, 10 , Privia Business Centre ,New RTO Link Road, Spine Rd, Moshi Pradhikaran, New, Moshi",3.9,18.6546754,73.8449503,+91 73787 69984,143.0,https://yunikekerala.inmyarea.in/,4.06
Fountain Fast Food Moshi,Chinese,"Shop No 1 Sant Nagar Sector 4, Spine Rd, PCNTDA, Moshi, Pimpri-Chinchwad",3.7,18.6477249,73.84624269999999,+91 90960 55533,274.0,https://fountainrestaurant.org/,3.86
Farmer's Kitchen,Chinese,"GLORIOUS PARK, opposite power, Indrayani Nagar, Indrani Nagar, Sector No. 3, Bhosari, Pimpri-Chinchwad, Pune",4.3,18.6443131,73.8455711,+91 99226 58118,2396.0,,4.3
Varsha Chinese Corner,Chinese,"MW75+P2H, Charholi Khurd Rd, Charholi Kurd, Pune",5.0,18.6643132,73.90760569999999,Not Available,3.0,,4.3
Vihaans chinese house,Chinese,"near Aura country, behind Mapple hotel, Ubale Nagar, Wagholi, Pune",4.9,18.570845,73.9575113,+91 95457 77702,47.0,,4.48
PUNAM CHINESE FAST FOOD,Chinese,"Lohgaon - Wagholi Rd, near Santi honda showroom, near Balaji Shop, Sant Nagar, Pune",4.3,18.5922563,73.94583850000001,Not Available,,,
Shangri-la Kamalbaug Restaurant,Chinese,"136, Pune Nagar Road, Wagholi, 62a, Kamalbaug Society Rd, Wagholi, Pune",4.0,18.5800281,73.9749088,+91 86008 97991,1892.0,,4.01
The Sizzling Chinese,Chinese,"HPMH+FRX, opp. PDC bank, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.8,18.5837099,73.7296217,Not Available,32.0,,4.41
The Chinese Wok,Chinese,"Om Heights, Opp Shell Petrol Pump, Hinjewadi Rd, Hinjawadi, Pune",4.1,18.5911312,73.7415207,+91 95291 27733,1583.0,,4.11
The Royal Chinese,Chinese,"Shop No. 2, Bhatewara Nagar, Hinjawadi, Wakad, Pune, Pimpri-Chinchwad",4.6,18.5984176,73.7456863,+91 93591 77377,17.0,,4.33
Shiv Shankar Chinese Food,Chinese,"HPRQ+RXF, Hinjawadi, Pimpri-Chinchwad",4.0,18.5919504,73.7400339,+91 70665 30398,147.0,,4.11
WOW China,Chinese,"No TF/08, 3rd Flr, Grand Highstreet Mall, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",3.7,18.5941028,73.7253159,+91 91474 23705,424.0,https://restaurantswowchina.wowmomo.com/wow-china-grand-hi-street-mall-combo-chinese-restaurants-hinjawadi-pune-303456/Home?utm_source=locator&utm_medium=googleplaces,3.81
The Chinese House,Chinese,"HPRQ+PRR, Panchratna Chowk Rd, Hinjawadi, Pimpri-Chinchwad",4.6,18.5918575,73.73950339999999,Not Available,48.0,,4.39
Spicy Moon China,Chinese,"Shop no-8, Kasturi Chowk, Draupada lawns, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.9,18.5994101,73.7444032,+91 91454 30430,55.0,,4.5
Aastha China House,Chinese,"Wipro Technologies Rd, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.6,18.5965148,73.7191468,+91 74988 89456,48.0,,4.39
Durga Chinese,Chinese,"Ganpat Nagar road, Phase 1, Hulawale Wasti, Hinjawadi, pune, Pimpri-Chinchwad",4.9,18.5853027,73.7425932,Not Available,21.0,,4.39
Chinesestory Hinjewadi,Chinese,"Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.3,18.5983704,73.7425404,+91 95274 61936,120.0,,4.29
The great chinese house & wok,Chinese,"Laxminarayan pg, Sakhare Vasti Rd, near jambhulkar jim, near Royal mens wear, Hinjawadi, Pune, Pimpri-Chinchwad",4.8,18.5895537,73.7409684,Not Available,10.0,,4.33
Uncle's Chinese,Chinese,"1st Floor, Hinjiwadi Highstreet, above KFC, Hinjawadi, Pimpri-Chinchwad, Pune",4.6,18.590937,73.7479419,+91 84848 58418,266.0,,4.51
Xia,Chinese,"6th Floor, Survey 40/3, Hilton Garden Inn, 6/B, Hinjawadi - Wakad Rd, Hinjawadi, Pune, Pimpri-Chinchwad",4.2,18.5904976,73.7414281,Not Available,264.0,,4.22
The Chinese Bliss,Chinese,"Shop No A1, Street of Europe, 24, Maan Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.7,18.5846226,73.73026229999999,Not Available,13.0,,4.33
S P Chinese Centre,Chinese,"Shop No 1, Hinjawadi, Laxmi Chowk, Near, Main Road, Pune",4.5,18.5988414,73.7346858,+91 77384 55753,2.0,,4.29
Shivshankar Chinese Food,Chinese,"Shreenath krupa complex, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",3.6,18.5943387,73.7311355,Not Available,36.0,,4.1
Chilli's Kitchen,Chinese,"Hinjawadi - Wakad Rd, next to Hinjewadi, near HP Petrol Pump, Old Jakat Naka, Hinjawadi, Pune, Pimpri-Chinchwad",4.9,18.5905928,73.74751660000001,+91 76209 07387,55.0,,4.5
