name,cuisine,address,latitude,longitude,phone,rating,types,user_ratings_total,vicinity,photo,scrape_timestamp
Madhuban Pure Veg Restaurant,South Indian,"361/5, Chhatrapati Shahu Maharaj Rd, Sangamvadi, Pune",18.5358503,73.8758951,,4,"restaurant,point_of_interest,food,establishment",4629,"361/5, Chhatrapati Shahu Maharaj Rd, Sangamvadi, Pune","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100760160418134166584"">Tejaswini Gadekar</a>'], 'photo_reference': 'AciIO2evB9IjxWRIuLOjfMb66XWUF0AeWNSxCZzj75I98a67h8vYOJbpdgbyFTfh-n2UuUf4Hvy0_L-9zlUMHQk6EEwB3k0Ooivtshq6h59NGdj5sWlmDCvtIMS0QT1oQOiriVYr9-OFrRoNtA_HiyFFwxbLO4eC9dW75_U3G4RsU0V86fFx6OJhe3PToMObqSSwxWfMGc_KVKcRNSlCCTgicaJli3KRH89nK0ZWuChPXgsIoLJRtEO3oa0t-R3cvaM-wUe2TW9RtPneBqrWdQmG-o3v58ktug68XuH3H6EhxcKAUeA5SXmhJGZLfvNKH4rOmwClRfai6KtqkHiyW633ie0IKf6KI2YLURlgeZ_f50eEKkYf-Gk1A6kpReV32LDcKKRaGpmwJDbfAU3uU0asfw2xh5Fp9HoHEyKFWNFTQAb3YiuyubmSnT9462M0oUqY9OQ9ud1E05pV12yHMW_HyiQw_2q7I07cgO31RxqvPZ_Bq6hfqCAMfUZEyJL15U80TQ8N5_lZ2XOxKjfaOhVLpl09mazVibR4j2fRRnsaIxziv04Oj455wq7nJE3FylEA0G8bt-aJbAIRC4oadfiFkBr12QNmYd5ZhcxVqYAsIvUFBnMwOSsqy8MCJWd4Q6jaj9usxw', 'width': 4608}]",2025-10-17T07:31:06.349210
McDonald's,South Indian,"Shankar Sheth Road, Vrindavan Society, Guru Nanak Nagar, Pune",18.5010345,73.8726113,,4.3,"meal_delivery,cafe,store,restaurant,point_of_interest,food,establishment",1718,"Shankar Sheth Road, Vrindavan Society, Guru Nanak Nagar, Pune","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107701081554353558315"">Abhishek Saswade</a>'], 'photo_reference': 'AciIO2evqJIJ2Nga9m2KqYfYGafFmqQbj6C4cVoH_69q20zA2AZgesE-r5i4CVTbHZ1sLYR3PNSEYB_oG2OL_HHqngtTUDSTR8RP_t6Kb_fhvo7ZMsIHyTo8mjRhpXD1bYt721k5CBMR7ni9Rmzi4xdGdFmnfbwgKfBXN261oRE4OklQ7pnjBFwBEZax8E-ns7Z4tcS6-jlOCynnY4DA3sSYnRZnPx5NPsySmeHshr8ZlVCt0rdEK8EwxtAvZAjKzUOoXKm9oFqx8Pn03qs-hdLlHSvN0VIJOiDY0gpSzzGKe6f9hQKKfdqOwS2Noijpslft7PhRgHR5zxoOwYk8zBSuPL4KTKGlqkTopzTRZvPUOExZX6_TmtrQTByi6zPZDV8WbcL84ztfIOUqN9T-9ypAJvHoiCjuEs5JNmDZKFhMjIAtATfcgfFknSsWdci1DXKr82NnReRkXdjQmNvhxfjxV0lRAHtxW3GPr5Fxhcdbqz6DAfadbRvUl2w3E-mTKRVBrd4cQu9LtW7t4KA_vUdgx9ELIH97rxcvsRp9sxktEP352Sa7lsuw7oh8a_h0vuaMwFuOI_-oQMFv1DRqpENFQsy_rLD7ODMLHXP6tLrf6Zt-7B8ogy1qKX_-_OXTWPvEXW36Dg', 'width': 4160}]",2025-10-17T07:31:06.450601
"Domino's Pizza | Gultekadi , Pune",South Indian,"Unit Bearing No. S-07, Third Floor Pacific Mall, Jagannath Shankarsheth Road Guru Nanak Nagar, Vrindavan Society Swargate, Gultekadi, Pune",18.5013298,73.8727375,,4,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",2199,"Unit Bearing No. S-07, Third Floor Pacific Mall, Jagannath Shankarsheth Road Guru Nanak Nagar, Vrindavan Society Swargate, Gultekadi, Pune","[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113894783174990772096"">Sachin Kamble</a>'], 'photo_reference': 'AciIO2dIMFi_Y0PT17MRvZf9NvikwE2T4SDf8o-VJJCsBOSEQQ-5ZE6ghHBzntkn_4VBZYUbTNU8DzSO3xGh2bRBfgKSgHE5AoVJpxfx047fl8XncZ9-jnRzumvJXPUxhSwuhiSrCxXboTet8_ykW_goaSa0mGg9fZTrJQ1fb5nKnWcnlwXEmgJPT1vSVfjGl3VCJFVvplJbDMjGRKP_cH81_TVrCPoV8MSzJMkING7XrY9NKbUOOZbtyzmjYR32a1y_eQ9xMMZluOuN_1d0PYpylPQZqF5HDuiypqUYqSxkGWNiGT7ezSBUOZJONuTvaTL8JzYXpF_VqdBpR8NZPg3zsP4LMAmdNewYpgAx7khOVBNuxkcft30pEyF_Q0YI2ZhMJM_FvaGq6sV4T2te8n19ZNkMy27ZvwgA4emjuPK9Qisf35PTkz8jXQRE_xQjOw4jUXmXK3RiLlDsIAGpSzT8jKp65jbry_8vU65KAXYM7-N1VCBqANSrqzzRXPl_f1aoaYuehztQhiKG9ZS093eo6HqUh_c0PlORRYKgaUxzfsyHYNIjUqePvnBwnHHgs6ZBKzGN3xiX05_04SBA_8WtCaeFJYL74eYwj3-WOmmRPQJaDkPfixtiHmGcCvKDBzDV', 'width': 4160}]",2025-10-17T07:31:06.551838
GREAT MARATHA,South Indian,"Shop No 7, Deccan Gymkhana, Pune",18.5147311,73.8417815,,4.3,"restaurant,point_of_interest,food,establishment",12,"Shop No 7, Deccan Gymkhana, Pune","[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101716986917510471569"">Prathmesh Jadhav</a>'], 'photo_reference': 'AciIO2cp2uZHPhj_RBdLfsWHHXDJTpbSIxE6bhz0WS-z3Q4JfE2IKtTQ9TpIS3xRQY8d5_jSOV06Ow0qj1RRKT5zTrIc4akniqG4-i8fPjHuO3U9vADxRzlbuFBcBiD2twVEIqYYyexrsfvmJ7ITx_Bn12gTO2xJgNUVwIewu9mizIBqyNbnfTTVI5_BuIJ53hMyiJaAeSKPO0FzMwRfKpo03PhIcdgWkzMHExEAGPSJbPzwIKtvF2jBoFNdhQKJ4E9Xd-XGoC6uVS0Vfo-9K3pjS77SKocEJoMDvtaE0M8L5He1ofhK0xrj3e_VbQuWjxtEpdpP9BTpg-advxEulIkUv0RUPWYPD996shh1DuiVmlI5fx0UqKFGJB3yw75LyS0mSdSne3i3a5ZZGDu2t4xpAZeIsOUpFa8jOnpq1oXHS8-nK1P5RkX_QN3mZQw8HNWEjq6uD8cJBf4M9A2J9Ii7AIZxQm3M_ijHGOl2mM17TSyRRJnprIfx2UGD-hM63UXZ-8Ft-NKXPklC1Ixkg8_KncM1FCSnM5vdRUfVEZ08Vqv2kAqKyTGBE47xmNTW7YstPbcyUrUHR7kUMmYCwESsQoXur7HNECFMUyHFi3hNwxu5feCb4R7KoEyWY9aEogW78b74RQ', 'width': 1080}]",2025-10-17T07:31:06.655038
Dulari Garden,South Indian,"near Apollo Theatre, 337, Mudaliar Road, Rasta Peth, Pune",18.5192605,73.8653028,,3.9,"restaurant,point_of_interest,food,establishment",260,"near Apollo Theatre, 337, Mudaliar Road, Rasta Peth, Pune","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100615533649102861600"">Abhishek Dhumal</a>'], 'photo_reference': 'AciIO2fiqNxVxHHwokO92IRSexBzMwXQelx-pXb3DWHTLGEcARJ14TiWBVG8bbX2PfZZdR3WlV_gVnTa7v4Ogo3UryV_kDg3UPzuZ7YqtJ_YaWFWmEYKwMSYQxT1wns8UikPcJAdkw0t0Z5qjb7XMqokOEP1317A5iAaY0kIyqJhNBqV3v6v-ssYLgdfniUhtPGU89NzOlgLzzmTjbkvft_VKsBRxYrfLWTm4zztxXdETL3lzIulrYyvIcwNVwO2l9BzaR6xXUDvxHM_4rHzzfRpSe5cmpvJb-28O1AbTOQjehuUhGs9vWsnIAXI29s5sr8T_y2A-JllS1AQmt8fBL6aAyXboXqXvuJhgWmGMjvbyEhRvLCTDeA5tEQVRX69A4P54k6bY4riXSc8QEHfcQKtl_Ut_fpiyQqEknxXm5gYyFSLy2gXoykwA7kCVN-HR0fnptoZRr5uaycALUGw5liJIeSnvn_4EzSnfb44LXiFZgTorYZvoHMkI0Tv-fjrRa-oMaAjfkZjgCiP-gSqJ5obsHo-e1IpLbhJvjE8L6p8YJ5WQnIWX10QkMjwmj4G8YfnRJPi_VXzFOJ5UlviK6Z9ROTwtEdTdU9QceCf4t88T217BlqlBIlBKxkVqr4F4DB4dBe5Swsn', 'width': 4032}]",2025-10-17T07:31:06.757250
Hotel Nagpur,South Indian,"GR6X+2G8, near Shanbhui Hotel, RB Kumthekar Road, Ramashram Society, Perugate, Sadashiv Peth, Pune",18.510046,73.848828,,4,"restaurant,lodging,point_of_interest,food,establishment",614,"GR6X+2G8, near Shanbhui Hotel, RB Kumthekar Road, Ramashram Society, Perugate, Sadashiv Peth, Pune","[{'height': 2610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103859667021627889221"">Sourabh Redekar</a>'], 'photo_reference': 'AciIO2egUrl0zr9s6BSTZJIpoAbg3SmM_pOUSC4SjNgNpUHEIr_WlUp6YmRntaX0mMGrCoXZ5ODX7ordxJ2Q5R_ha8j1IsF_W4zgVno4-lekQcGezRoPtgyjXzZ1O3yJt5IyJ0MC03dc_ilKn9jIUzAvsRUMm7OcepULzsq3077V5ZmErYq0lXnsMSzfHy7h84i5s9GWRvoSUJzfWu-p7kBo5PpLLaGhTd2I1eBsBeue5nbiKXbkOXZytgy3idVkV8AWrmdTGL3BWkaB0295W2AAGTDTpXS7b8uxGx3MVyJyA82-4nTgyXw4qXMi16Qf7dgY7g6zugm8n5nky8swJu1N5iBbrJsWpfJR2g22msaoOuUPP8XdTVWM5xs0MLdUhYri0_tYWYRl515M_oE8U_PLCvhe7IGju_dLfCX8QUH2fIi3mpHCARl19lihB9d3P2JDF1NSAOQh14vwfjvOhGjo4hs_1n5jzsi7uY129JJIBQuOhQyXkDzW7_zLlmmByQKpMbBOqsNYGbq6hRlNRANNXfWq4lB_Wh3w5C-oULEypomMTCqdo4MPyMo_zzBQrorWw-oMEoy6cMw-lgNSVBVeWD411UKOT9ndWvyMeI0-DHmwNBB7A0VzBU0pBVuhgzzju9Z4rDP5', 'width': 4640}]",2025-10-17T07:31:06.858919
Hotel Maratha Kolhapur Darbar,South Indian,"GR6X+R4F, 875, Jnana Prabodhini path, Tilak Road, Sadashiv Peth, near Bramhan Mangal Karyalay, 993, Vedacharya Phatak Guruji Road, Perugate, Sadashiv Peth, Pune",18.512195,73.8476693,,4.1,"restaurant,point_of_interest,food,establishment",1670,"GR6X+R4F, 875, Jnana Prabodhini path, Tilak Road, Sadashiv Peth, near Bramhan Mangal Karyalay, 993, Vedacharya Phatak Guruji Road, Perugate, Sadashiv Peth, Pune","[{'height': 642, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107714722573302440508"">Manish Jadhav</a>'], 'photo_reference': 'AciIO2f4Y4m9HQyrr4LUdVG2rUiDS6JIiv1tZ7PiBJmVyJeoBXPMV9FOax5I_GbZ3_L2YnslPY5RuFVhoG7nB6rGGP4FrfjvHtdZ9-uIpxCDXK6AJb1_2sfbu1NBAEgYa8EN8Udge8t0LLCdOp1Ul1F-4ZNMUyYEoeQ0t8geVDHh7z72lxw7HXrl80st_X1WK2nTtnFNUT_pY_acJOJSVjKwHrK4LpW7w95qR8aJBG4Zpif23VAU0X8aO_w-y5TI-7OqtfLLECEJNGMeA8KH-WtJfIpvUcdyWfQ9lBMQ4F8AsHuv__IrSL4REf2lH1yO51cG9Z8r1-FQ8jMj6V4zvUqsjxM2Texsnfgu7vKSyE3-azKlsMt1HKyv2utN-FXZtnGLddssat9R-GonbKLg3mblJTUsrhh_NtKjb-MzI7EkkMWLi2qyQN98T17SsIiEE6BPbDakyxoY3JZixopVibhrStcDFW45rUnczoAuMu8PHm1aGAzGs4UMQ7Y2rhSTBa47q1Nh1XmN2vrbOs4agJybcveykBGrylnOLuDBWOVjp8p1rFU_wnUMeKiiYpbsk6iY98eWLLfWF_vNb7xgMHaUWjxaly54FngtEQZ4brbUEAJCVIdex0Oy-0rPHIE7let8B5Q5Yc4i7eHdD9Zd7rogH_2d7K8', 'width': 1179}]",2025-10-17T07:31:06.960170
Nandu's Parathas,South Indian,"Shop No. 1, Damodar Narayan Market, Balkrishna Sakharam Dhole Patil Road, Pune",18.535919,73.875888,,3.9,"meal_takeaway,restaurant,point_of_interest,food,establishment",1587,"Shop No. 1, Damodar Narayan Market, Balkrishna Sakharam Dhole Patil Road, Pune","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109050785813886376259"">Jigar Patel</a>'], 'photo_reference': 'AciIO2e1T6yTjQmb0GNeL_erPodLhwmzqzysWyzGimvC_eJaNk9DBEbL4ONsZ0QHUvPR2xRCT7SkAiaYLGeGKW05ySlP-RHFc59zprjoKdI-vJ-pO2sKBcmAHNYOv_X5PTSlQDDOINjV-fX7lhT-CuAxHtcoZpz5VSnFm0VD7Mqy4971m7ShugOVcQlUJawHu0TuttNFsf0u791op4AmgPTrwy27HfmYuSkg5SSEGjXm66Jp_RJ6eIc33jE7BXzvJCc6SNiqAl3CbsCfvnq6kQT65paiCZaYuGOOw0My-hJGuFheMXD0Lm-qyvv99AAdxagK2OtHnUbe5iK9miSu_wbqXyrqDSSUQOyE_onZiqe5MqUKXRlTiWlTvSqNIsvnmVrLFwlhQ-EQDQ2_sJc5nbAMDogC7YVt7oyzInzMkTMr-yMAnO7oynH9htrKVqXozLDWte_69WjlMd7CpY7uW9K_FSXpZwBsVbncQXDdGKniIeY9qN6kVqDqOzSC5ZwfJlv_UpZggd6xabijTkuzYUZO1s-QizXycwFslc94vOLkz5DB7Z5p7WMm31RGLdlP3-yCqZ7mZVTmp21mqedcYEm5nwtdeTRocvjF68Q0EyRrHOq_QDhf6OjQdeTuoIAYOuACuSyBsg', 'width': 1920}]",2025-10-17T07:31:07.062545
Casablanca Cafe,South Indian,"The Pride Hotel, 5, University Road, Narveer Tanaji Wadi, Shivajinagar, Pune",18.531201,73.847244,,4.1,"cafe,store,restaurant,point_of_interest,food,establishment",231,"The Pride Hotel, 5, University Road, Narveer Tanaji Wadi, Shivajinagar, Pune","[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111631018301412541784"">Akshay Raut</a>'], 'photo_reference': 'AciIO2fMePvQbck9h-UKaqSUbtC4tJ4amBkDgbRiOobF_7zeWwfjJvQWWU8Q6mlVbNaqdFrpne7giOt1aegvHcipnRy0BkER9nMI7TkSxwpRyccNttGUJLMxB34WlAYycVIvCm9alolhZNQBeM-m1LW3v2kA4-7wMtew3I4d5Pej_hHiqQe9sgPQAd10yyoXQ4X70_k31vXjLI0muG-Ea0vTacxg3pvQ3Crrkk_9HZCpcB26Bn4vCYL0IHqUFUR7znO6fXK3rrwpJ9Hk-t4leWCMxDqh_iJi9ujng1hZQo54Qh-fckqCv0mI5qoerFYvv06NpL-t0jelTdhGEj3erVvNjmtp8M_54ICbDTOTeYkaHThqe7X81DAiGXzjQK5TW_J3mnuahzf9qvSRxOKG1KVtZR4Z82xF5QpLAMnKKUUq-keUBPwlwsSPv7a6E8YZifQLtpYXYqH08F5DQ4mRs0ogatBwvbMfOmrQ2YmhAZPZqsm4XxT_3M6BXZFNbYQs0acOwrf1OpP8clEVyPNBSGHxKBgdJt0Se7PVz7yNeianqCzhMYSzQeqhwFUWmR8_Vm8y1aA1_U78skV9TJeFoXSSJRVg_2_WRRtTgNUMmbR-BVncLouSgYZXa5cSC39YZz-akBZ7y03y', 'width': 3072}]",2025-10-17T07:31:07.163577
Ku Kooch Ku,South Indian,"Bus Stand, opposite PMT Building, 1256, Jangali Maharaj Road, Shivaji Nagar, Deccan Gymkhana, Pune",18.5170297,73.8428966,,3.5,"restaurant,point_of_interest,food,establishment",455,"Bus Stand, opposite PMT Building, 1256, Jangali Maharaj Road, Shivaji Nagar, Deccan Gymkhana, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115340777727060847112"">Dhanraj Bhosale</a>'], 'photo_reference': 'AciIO2echi0ZFuqr_3EKmODE_57v1thrJVQ6LBVAgVOTL-5GBMyjhBMs8iBdwOEZL27l-YxRLWNGQps0wJ4R9I0VY2arEDhL2mRzFGOPaK7ztrGk22qnD7NrlhII8lEYFpeueItkOLZ4P4eiE4spht1f10vf-JLic4ol9L4yqe44RJp65Pz_qWU9VbV2w-mgtu6KJCC9RL6pDAHsBvhhlda4o200xX42kD_-z6jmj98mce1MEOVSnCwHat2H4fS47sizg_QB2Y2WJjckrZWsK3U9lAUhMWs8NfQikT2U8qm_-dF10rdEEdrWa5ZwDPrkdJdZr4vqJSaCt8LT7OTYMujrxi8-KeOiu-m12FKDpZjaVGIMvZwvfnrUtjC74-R1N7w-M7X7pR_9Kxza7EEuIqGcCZzGQQi6EaGY_cScSRwHKu9ueKPDarw27s6kvYxODioFrFggfwDFbxCKJsLf9_ucDlsQ5vMXUC0GVS-Y7mYMnH52nQFx4tjYXRtxyp8gzsfqBIo2TiEW-CV0QYIrkrWfds08TLr_bLVDpLy_3cd1NfFbp7Pb_VeMLbaBfn0Rp3HfMMRmL2FaEHQH_BopYChwOL1CYRseVWHEPhPUhA31kTy78fu57U3iOmsSkUGKxawYnF_optux', 'width': 4032}]",2025-10-17T07:31:07.265144
Lalit Mahal,South Indian,"GVC7+8X3, near Bank Of Maharashtra, Railway Station Road, Somwar Peth, Pune",18.5207596,73.8649176,,3.9,"restaurant,point_of_interest,food,establishment",226,"GVC7+8X3, near Bank Of Maharashtra, Railway Station Road, Somwar Peth, Pune","[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109733352568183169827"">mani maran</a>'], 'photo_reference': 'AciIO2eD66kXoYnTntJTdjDtDmI-yp4D0W1xiY3NGEl8slbgbh_Or6-cB4I5EAsJadPun6Urd8AO6AWfYTBLhAlsmSNpjwJLS4gO1UBYs2mPWCtEunhitSyiL0kziB9Eh8nRWv1Rg9CJ0FD68A5TLPR9gJa2HPIiu16NmHzd6Vfbt0vdb7ECpHWOBONiwS92QJ5WlgLY5xxw3GHvfS4YrY5RmRRL7o5zoSEqaCrJQE_nrxEyj_pU6dm2lfZSfchrRU7aq-orHdPPCpN3NZQjxczFOPykvRE7QqgEXa-JURtT8wU_5LSkYUdITM0RuYcuqe-2H4tTbP54JE8GBJkftkdq5UCw7apsLfXcterRJN2Y7IchQDmjPU8og6jQCfzYzQPkZO34CDLv8oWx0SwWwiAn43yh4P3iNFUQE0aa570ajnaCMav_Cfdq-mUJqEy8I8qgPkTBYTuCxW0jHUtsW7um7tk0NlHqQ8uxyE5WxdC_j05B0JVN6cNs9swDiqahdZXHo_Qmb3BspjwqUtKMUBNKVI5eyC8uGu9AztEKetvGv10DiKwzqMoF0hYjM_62t7397wMaKwYeCWiAPUCnG-hV1CwNkLf9N6knF2MYF_Dgf5Iqy7tpxs-lDCS-qT0weWV0AWWcRw', 'width': 4000}]",2025-10-17T07:31:07.366722
Tien,South Indian,"1, Rajas Garden Apartments, opposite Hanuman Temple, Pawar Road, Model Colony, Shivajinagar, Pune",18.5302351,73.8324548,,4.2,"restaurant,point_of_interest,food,establishment",1509,"1, Rajas Garden Apartments, opposite Hanuman Temple, Pawar Road, Model Colony, Shivajinagar, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111900831647540085816"">Shubham Sahamate</a>'], 'photo_reference': 'AciIO2exSwLbl5opwiuryY3eCwhAlsd7mezV9fChAJDSazp51vEZ3O5zzcRimQV8khjo8ZWpUzNDvO4YQYagagQZERVCn85FktdFlytVBoub32b57_gehNvJlKPxg_ZwzbwdQURmKzQiLK9HwEWGO_yQhE0Ummmu7DJwATJg1jxEh7Bp4RxsQ4o18gYfWZWLSdqMBN_ive9Hit-YOREjwr_t_zZIqdNb74RJfTxAqBfpRau-p0fxSFQvsWqq464cHc6aXd6vb2OBhFfTZC_imeb4cbHWmkIp2-UgaVplZREh7DFtRzBv2OINwT3r0l-SfxchMZNwnXOH_t_z2PTHD90Z97auszQFyYIH3BuZnIFuNnsDWT8QBWRdTQdCq3y6LPPIC03sYBRz4UPXPkErzxwJjQLcX3eA297P4JQ6wZGwHdYro_BKZVFD3K6L_JAme0ziYmas-LAzPkekEMZWUa897cnxQjDafsBFslsbn5bIGKSVGqC-yksdTkAgrAGJcoIPtxdoPkoHhs6qHyzjPbTryi5GNciZonHozTYV_prqm7MQO22n87fA8mjmRYNylUG8l7iUOJNNkARCnhvW2uHzx5-reb5ZX2Lid_uonqC1lGMTvzGpynoRmNtLRI74894CaPEagQ', 'width': 4032}]",2025-10-17T07:31:07.468165
Joshi Wadewale,South Indian,"GR9R+R98, Fergusson College Road, Deccan Gymkhana, Pune",18.5195463,73.8409435,,3.7,"restaurant,point_of_interest,food,establishment",2886,"GR9R+R98, Fergusson College Road, Deccan Gymkhana, Pune","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104225627610824508590"">Somnath Wadkar</a>'], 'photo_reference': 'AciIO2fwtM0iQDTs4RI0Wfbc19-SHH1ZGjDvWvaZoPYV-uyV9VIIyL0jZxiIxJlkVHtlnckvfkbv8-hsH6OD_PnTxroopriSrZhS1NIzVMwAA2jKmjii76UQJf7wRI9_fKGNTYYj680e_wIKZt0TQ4yoNugLw52N7ElH20nM7kSzAj-JvpCYlwmUYWdz4tTMFBTDQ1cMBYanBWDHR_W2X7Z0LsONVe2lIJaBvaMGjTazLRvRflX6FS3JjRePt5PQElWoHGTAnfq48sf8NbagLVB7Dew7GcxGdfNgVevsjLKR6iXo85axVfTUzO2xKqu6UDblSHT9HR53_ATTi-wvlGTnY5HXyKzoMv_nwZ6MOmINFf3T6bRog4uNYrB9vq7xv7kM5uoi25JnRxfW6Noyfbb2LYZi_WnxvIuvwsKQQfgXKB7YRE53xBzTNTqmngp1lUh_u5pCZa6wZOu1dX66uZdCSyUfx_KQAYYctY3dGE8-vkSwZpKgavmtjhncZYYxebA-eiip1NZi8PVuuSNBYkey6yeomMEDwe_eFZW83AtwluY1COsWUF657XuH6l06tC2-okLAHnbDoeDgE469JUraPIt2quirrbN5KU9v5mXUPE1CMKykezPbCEaIWT6urr9ZOdaJeEYw', 'width': 1440}]",2025-10-17T07:31:07.570418
Hotel HMR Royal Inn,South Indian,"opp. Gandharva Lawns, Katraj, Pune - Satara Road, opp. Gandharva Lawns, near Katraj, Chowk, Katraj, Pune",18.4412518,73.8602749,,3.8,"bar,lodging,restaurant,food,point_of_interest,establishment",1383,"opp. Gandharva Lawns, Katraj, Pune - Satara Road, opp. Gandharva Lawns, near Katraj, Chowk, Katraj, Pune","[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100646078368901121860"">Hotel HMR Royal Inn</a>'], 'photo_reference': 'AciIO2c50BhN7o1xVNaPcxohMs9uxm3_XWczYZ1ZdSFMDmbCeI3XseKrGgLs2_8jHXzlxPTq668uR43_R7ArgrOscbcS6oMi3tPded7uvfydSmLDsxzPdL_wYMqU8yBEjX6FnRLunSNsisLVU-h8Nm89F4lsvC8qgAe-VtuNQXPPly9XFqBEeQi6FUAzTBlqsNy7n7b-IRzJ4ngbrYGzJoFwk8AveEc3ISOOoeMO5acIr42iAYSESJqgVElO1cczIxtdUhdGE767n3UQv7moym1AX8OOQ_eEUMdXl2v5NUl1JbNG7o90UJMxsUrVCt3WD-Sna_oWByxgY2Y', 'width': 960}]",2025-10-17T07:31:07.671847
Sadanand Resorts,South Indian,"Opposite Balewadi Sports Complex, S No 105/3, Baner - Mahalunge Road, Baner, Pune",18.568374,73.7666465,,4,"meal_takeaway,bar,lodging,restaurant,food,point_of_interest,establishment",1033,"Opposite Balewadi Sports Complex, S No 105/3, Baner - Mahalunge Road, Baner, Pune","[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108333875420717025320"">सदानंद Resorts</a>'], 'photo_reference': 'AciIO2cvw9o584WQqYw5_9QNKs2R4eGdp5x5V4TtiIzC5cRmA-aUYb8fGOXVA63t-CLwxZXNbcVRJ46GCOgWhMVbpVyW0nIgWe7nYuwhkNvMjjXlyDZasstwVt78R3g1VHIymDW_wXey5BZfBG4O9FNmy0sJ_WYRDtHplSC3LfYYcDOM26tCD2HOHELoIGXRJbgEHkeO5hyNDV4JUqmxCioLuUyQBcdjeffilfTw-K8IuqfEiUSsPrbRZrhChwUTo3kEtEjbTT5SgJQ-4oW3ss3PM3U5DfxJgZF-D0fakyJ9V3r-PtnAOcQxteHZ9YlQ4Uzxumo3RCOK', 'width': 1440}]",2025-10-17T07:31:07.773056
Bhagyashree Restaurant,South Indian,"Plot No. 169/1+2+3, Tupe Nagar, behind Suzlon Co, Pune",18.512143,73.937268,,3.8,"restaurant,lodging,food,point_of_interest,establishment",831,"Plot No. 169/1+2+3, Tupe Nagar, behind Suzlon Co, Pune","[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113126686976258815225"">Turiya Avastha</a>'], 'photo_reference': 'AciIO2cHX-PUToW1usnFYtG_-0GthnPR6X7pk8ZLhKzcrf73rt-3Kdi1L1-NzNZplsEKHEou6GKd6I7GNewNOQnJmkbJATwS3il8rpu8aWmvPYXF4fRpEPGTOBdWujkrHm5lEH3iDhGhS4xhdnLXxdTnzP8BAlodwb7xe0sH4Z2gIuvnaf-6tQ_yBgVAgOsBtJ0R1lhmuLZI1dX1OayGiN_5TA2Psn6fZzmmTeDR5IDhiTfwnlIuTS2IPIfiiMa7cMzL5esorY1p2VcrSGHfLbo4AeyRpq5sIR1Zn5DoxVBRjAZIMHUDcp5RvbDslDuhb5I2_3aXth_TA4KOTtNG7ChqLbPOaiT-j5uKzj5J1mBG9am8_KKnFttIYKWMb_VtVe65RGSBMqU-SG4t5NQi8gVRwR2vKU9J4pQv23uqbSm-f716onsRY70AiWRnK25dgBmTaMdifUuamwrJVGTSQ1ZY-g4gnkwkyh8mNflT3zoYG26nhkiWR42--fF-JHzg2jYgAozV6IqvWqTJ5OqGrE9d3Viu6EDfm__a2OPzydSSFSCpCkcM-YIPTqRm0F7-Qb0MF9nKZOVV0BBO3hm9wvr-ofq5dLKh6OI6283hJHLO6z4aeKmq8WCRtbf2CW2VD6wzIWcm5Q', 'width': 1529}]",2025-10-17T07:31:07.873830
Squisito - The Italian Ristorante,South Indian,"Jewel Tower, Lane Number 5, Koregaon Park, Pune",18.536326,73.8972821,,4.3,"restaurant,food,point_of_interest,establishment",1806,"Jewel Tower, Lane Number 5, Koregaon Park, Pune","[{'height': 1350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114943645277019246966"">Squisito - The Italian Ristorante</a>'], 'photo_reference': 'AciIO2eRWt41VqxrjlHxZJS1qFdwpaVZGz0txKojGh6Mx413QvZeGezrnwYa9HvB4v_SbLg_tR_YkhrinPvpHU5X5Tmeeqh1s0W-4RSXhOL_3dyfyIdhMa3gmwgUK1ayDq1zm6b9mPLLQqT7XoeeCsRh6mb-M8biG8P_obUvceJs_YFTsXyngE-LnUpY2_3phUfxcOrlpmTDuDuEo306Kbc20Fe6rdPMe3qfo-0Jw0LnNGG6wef9qq6akKr7CSIE5dMeyP1cVIoCEZKA1n7YHhpfuUicmyTmdTiLAuNVcUkYxQ_YCXj6YJXKCFeYWAdqOUPEpJK7YCrjwo8', 'width': 1080}]",2025-10-17T07:31:07.975671
